municipality,year,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65
Abrantes,2019,1078.0,4361.0,4136.0,9161.0,5522.0,10673.0
Abrantes,2020,1066.0,4211.0,4220.0,8859.0,5516.0,10686.0
Abrantes,2021,1016.0,4104.0,4245.0,8611.0,5474.0,10722.0
Abrantes,2022,1015.0,4016.0,4225.0,8512.0,5389.0,10701.0
Abrantes,2023,1003.0,3991.0,4429.0,8290.0,5360.0,10738.0
Aguiar da Beira,2019,124.0,551.0,584.0,1216.0,908.0,1989.0
Aguiar da Beira,2020,122.0,531.0,592.0,1141.0,893.0,2070.0
Aguiar da Beira,2021,130.0,514.0,639.0,1115.0,872.0,2044.0
Aguiar da Beira,2022,138.0,494.0,671.0,1139.0,827.0,2015.0
Aguiar da Beira,2023,139.0,515.0,702.0,1137.0,819.0,1990.0
Alandroal,2019,152.0,584.0,585.0,1344.0,804.0,1615.0
Alandroal,2020,144.0,586.0,566.0,1337.0,806.0,1597.0
Alandroal,2021,142.0,586.0,597.0,1333.0,809.0,1564.0
Alandroal,2022,135.0,585.0,605.0,1323.0,810.0,1551.0
Alandroal,2023,135.0,571.0,635.0,1291.0,824.0,1540.0
Albergaria-a-Velha,2019,1007.0,3635.0,3820.0,7429.0,3436.0,5518.0
Albergaria-a-Velha,2020,1025.0,3544.0,3934.0,7315.0,3525.0,5654.0
Albergaria-a-Velha,2021,1012.0,3510.0,4007.0,7292.0,3618.0,5762.0
Albergaria-a-Velha,2022,976.0,3492.0,4067.0,7254.0,3669.0,5866.0
Albergaria-a-Velha,2023,966.0,3538.0,4230.0,7305.0,3719.0,6021.0
Albufeira,2019,2107.0,6651.0,8219.0,13897.0,6171.0,7419.0
Albufeira,2020,2080.0,6515.0,7951.0,13663.0,6241.0,7935.0
Albufeira,2021,2107.0,6546.0,7796.0,13652.0,6340.0,8266.0
Albufeira,2022,2212.0,6866.0,8199.0,14062.0,6525.0,8649.0
Albufeira,2023,2346.0,7001.0,8317.0,14207.0,6648.0,9005.0
Alcanena,2019,455.0,1750.0,1579.0,3379.0,1883.0,3521.0
Alcanena,2020,447.0,1729.0,1603.0,3332.0,1879.0,3581.0
Alcanena,2021,417.0,1733.0,1628.0,3302.0,1867.0,3598.0
Alcanena,2022,416.0,1757.0,1653.0,3296.0,1840.0,3652.0
Alcanena,2023,416.0,1752.0,1742.0,3296.0,1843.0,3701.0
Alcobaça,2019,1985.0,7597.0,7976.0,15297.0,7856.0,13855.0
Alcobaça,2020,2054.0,7410.0,8370.0,15193.0,8034.0,14226.0
Alcobaça,2021,2047.0,7375.0,8598.0,15091.0,8156.0,14468.0
Alcobaça,2022,2121.0,7316.0,8832.0,15118.0,8242.0,14710.0
Alcobaça,2023,2184.0,7319.0,9262.0,15166.0,8398.0,15029.0
Alcochete,2019,888.0,3592.0,2675.0,6383.0,2148.0,3297.0
Alcochete,2020,871.0,3572.0,2777.0,6415.0,2241.0,3406.0
Alcochete,2021,837.0,3557.0,2854.0,6386.0,2336.0,3498.0
Alcochete,2022,824.0,3574.0,2969.0,6385.0,2490.0,3581.0
Alcochete,2023,825.0,3558.0,3100.0,6351.0,2610.0,3657.0
Alcoutim,2019,52.0,201.0,246.0,496.0,354.0,1238.0
Alcoutim,2020,51.0,191.0,257.0,487.0,352.0,1206.0
Alcoutim,2021,48.0,190.0,275.0,474.0,352.0,1173.0
Alcoutim,2022,45.0,184.0,298.0,453.0,343.0,1135.0
Alcoutim,2023,42.0,184.0,301.0,437.0,334.0,1115.0
Alcácer do Sal,2019,364.0,1475.0,1368.0,2908.0,1789.0,3485.0
Alcácer do Sal,2020,352.0,1449.0,1351.0,2845.0,1738.0,3511.0
Alcácer do Sal,2021,348.0,1427.0,1371.0,2801.0,1676.0,3492.0
Alcácer do Sal,2022,368.0,1395.0,1389.0,2764.0,1635.0,3505.0
Alcácer do Sal,2023,380.0,1378.0,1414.0,2757.0,1579.0,3574.0
Alenquer,2019,2172.0,7110.0,6937.0,13377.0,5418.0,8725.0
Alenquer,2020,2158.0,7212.0,7213.0,13594.0,5526.0,8997.0
Alenquer,2021,2174.0,7339.0,7571.0,13814.0,5769.0,9229.0
Alenquer,2022,2150.0,7443.0,7835.0,14103.0,5908.0,9480.0
Alenquer,2023,2184.0,7570.0,8289.0,14436.0,6101.0,9739.0
Alfândega da Fé,2019,124.0,429.0,539.0,939.0,771.0,1625.0
Alfândega da Fé,2020,122.0,408.0,542.0,890.0,754.0,1630.0
Alfândega da Fé,2021,123.0,388.0,544.0,862.0,761.0,1593.0
Alfândega da Fé,2022,129.0,384.0,557.0,857.0,718.0,1600.0
Alfândega da Fé,2023,119.0,390.0,555.0,859.0,698.0,1601.0
Alijó,2019,303.0,1162.0,1327.0,2618.0,1780.0,3399.0
Alijó,2020,309.0,1127.0,1337.0,2557.0,1800.0,3419.0
Alijó,2021,286.0,1119.0,1326.0,2483.0,1786.0,3441.0
Alijó,2022,273.0,1097.0,1318.0,2438.0,1735.0,3501.0
Alijó,2023,285.0,1064.0,1341.0,2419.0,1714.0,3501.0
Aljezur,2019,254.0,765.0,781.0,1681.0,854.0,1574.0
Aljezur,2020,264.0,769.0,856.0,1728.0,872.0,1625.0
Aljezur,2021,257.0,805.0,862.0,1723.0,878.0,1636.0
Aljezur,2022,275.0,850.0,853.0,1763.0,880.0,1637.0
Aljezur,2023,277.0,893.0,865.0,1767.0,893.0,1667.0
Aljustrel,2019,347.0,1104.0,1235.0,2303.0,1425.0,2453.0
Aljustrel,2020,363.0,1088.0,1265.0,2308.0,1379.0,2506.0
Aljustrel,2021,367.0,1082.0,1286.0,2282.0,1368.0,2523.0
Aljustrel,2022,364.0,1112.0,1278.0,2268.0,1334.0,2551.0
Aljustrel,2023,360.0,1128.0,1278.0,2280.0,1311.0,2565.0
Almada,2019,7926.0,26653.0,29118.0,49842.0,22936.0,41332.0
Almada,2020,7856.0,26251.0,29177.0,49654.0,23117.0,42060.0
Almada,2021,7753.0,26022.0,28995.0,49204.0,23188.0,42809.0
Almada,2022,8008.0,25944.0,29325.0,49286.0,23361.0,43447.0
Almada,2023,8263.0,26067.0,29553.0,49689.0,23411.0,44249.0
Almeida,2019,113.0,453.0,578.0,1200.0,1007.0,2605.0
Almeida,2020,110.0,434.0,595.0,1162.0,994.0,2584.0
Almeida,2021,98.0,416.0,632.0,1124.0,965.0,2549.0
Almeida,2022,98.0,411.0,636.0,1099.0,936.0,2517.0
Almeida,2023,96.0,401.0,659.0,1099.0,897.0,2524.0
Almeirim,2019,897.0,3344.0,2994.0,6354.0,2850.0,5639.0
Almeirim,2020,871.0,3311.0,3084.0,6306.0,2893.0,5689.0
Almeirim,2021,852.0,3284.0,3211.0,6331.0,2949.0,5699.0
Almeirim,2022,857.0,3312.0,3296.0,6347.0,3026.0,5752.0
Almeirim,2023,882.0,3318.0,3423.0,6363.0,3038.0,5796.0
Almodôvar,2019,236.0,803.0,842.0,1733.0,983.0,2166.0
Almodôvar,2020,246.0,814.0,845.0,1719.0,945.0,2181.0
Almodôvar,2021,255.0,805.0,887.0,1674.0,981.0,2164.0
Almodôvar,2022,249.0,803.0,885.0,1649.0,962.0,2141.0
Almodôvar,2023,229.0,807.0,908.0,1663.0,934.0,2153.0
Alpiarça,2019,262.0,1019.0,821.0,1839.0,917.0,2043.0
Alpiarça,2020,262.0,994.0,897.0,1847.0,944.0,2033.0
Alpiarça,2021,257.0,999.0,962.0,1871.0,964.0,2039.0
Alpiarça,2022,256.0,1038.0,1031.0,1863.0,978.0,2047.0
Alpiarça,2023,255.0,1045.0,1108.0,1880.0,984.0,2059.0
Alter do Chão,2019,99.0,392.0,358.0,683.0,477.0,1094.0
Alter do Chão,2020,106.0,396.0,349.0,681.0,474.0,1088.0
Alter do Chão,2021,107.0,407.0,392.0,693.0,483.0,1049.0
Alter do Chão,2022,108.0,410.0,421.0,727.0,473.0,1025.0
Alter do Chão,2023,107.0,406.0,451.0,746.0,464.0,1006.0
Alvaiázere,2019,168.0,673.0,722.0,1389.0,1018.0,2310.0
Alvaiázere,2020,151.0,668.0,734.0,1363.0,1034.0,2337.0
Alvaiázere,2021,161.0,662.0,759.0,1353.0,1033.0,2342.0
Alvaiázere,2022,158.0,642.0,790.0,1347.0,1016.0,2337.0
Alvaiázere,2023,162.0,662.0,828.0,1365.0,1022.0,2316.0
Alvito,2019,94.0,325.0,277.0,549.0,328.0,675.0
Alvito,2020,98.0,326.0,290.0,566.0,315.0,689.0
Alvito,2021,93.0,338.0,300.0,583.0,328.0,656.0
Alvito,2022,95.0,319.0,319.0,577.0,322.0,631.0
Alvito,2023,86.0,318.0,353.0,585.0,305.0,632.0
Amadora,2019,8816.0,25589.0,32781.0,47799.0,20991.0,37438.0
Amadora,2020,8717.0,24870.0,32292.0,47450.0,20927.0,37967.0
Amadora,2021,8761.0,24907.0,31949.0,47704.0,21064.0,38771.0
Amadora,2022,8995.0,25180.0,31715.0,48288.0,21333.0,39596.0
Amadora,2023,9331.0,25684.0,31881.0,49221.0,21547.0,40589.0
Amarante,2019,1856.0,7684.0,8269.0,15211.0,8198.0,11101.0
Amarante,2020,1876.0,7411.0,8407.0,14914.0,8285.0,11456.0
Amarante,2021,1797.0,7179.0,8357.0,14542.0,8370.0,11816.0
Amarante,2022,1787.0,6968.0,8441.0,14271.0,8445.0,12160.0
Amarante,2023,1755.0,6800.0,8617.0,14047.0,8489.0,12527.0
Amares,2019,746.0,2822.0,3080.0,5440.0,2554.0,3831.0
Amares,2020,780.0,2746.0,3149.0,5430.0,2593.0,3964.0
Amares,2021,769.0,2737.0,3174.0,5464.0,2631.0,4090.0
Amares,2022,748.0,2719.0,3306.0,5512.0,2660.0,4272.0
Amares,2023,748.0,2713.0,3432.0,5538.0,2743.0,4404.0
Anadia,2019,923.0,3412.0,3701.0,7391.0,4115.0,7994.0
Anadia,2020,946.0,3339.0,3863.0,7296.0,4134.0,8113.0
Anadia,2021,945.0,3289.0,4000.0,7236.0,4181.0,8222.0
Anadia,2022,917.0,3284.0,4046.0,7165.0,4171.0,8293.0
Anadia,2023,916.0,3279.0,4239.0,7165.0,4180.0,8426.0
Angra do Heroísmo,2019,1421.0,5179.0,6129.0,10107.0,4741.0,6353.0
Angra do Heroísmo,2020,1439.0,5049.0,6115.0,10082.0,4791.0,6460.0
Angra do Heroísmo,2021,1407.0,4980.0,5985.0,10077.0,4829.0,6632.0
Angra do Heroísmo,2022,1422.0,4888.0,5893.0,10128.0,4881.0,6699.0
Angra do Heroísmo,2023,1381.0,4780.0,5836.0,10093.0,4847.0,6849.0
Ansião,2019,339.0,1474.0,1433.0,3002.0,1749.0,3724.0
Ansião,2020,350.0,1410.0,1518.0,2924.0,1763.0,3783.0
Ansião,2021,353.0,1374.0,1543.0,2876.0,1770.0,3795.0
Ansião,2022,360.0,1340.0,1559.0,2857.0,1795.0,3794.0
Ansião,2023,356.0,1356.0,1645.0,2861.0,1789.0,3858.0
Arcos de Valdevez,2019,573.0,2361.0,2512.0,4915.0,3148.0,7328.0
Arcos de Valdevez,2020,587.0,2275.0,2578.0,4866.0,3070.0,7438.0
Arcos de Valdevez,2021,567.0,2245.0,2610.0,4801.0,2996.0,7474.0
Arcos de Valdevez,2022,577.0,2196.0,2685.0,4811.0,2900.0,7544.0
Arcos de Valdevez,2023,583.0,2202.0,2804.0,4844.0,2838.0,7588.0
Arganil,2019,388.0,1226.0,1332.0,2729.0,1811.0,3645.0
Arganil,2020,372.0,1223.0,1341.0,2714.0,1826.0,3704.0
Arganil,2021,366.0,1218.0,1385.0,2675.0,1820.0,3704.0
Arganil,2022,364.0,1195.0,1422.0,2648.0,1798.0,3714.0
Arganil,2023,337.0,1273.0,1514.0,2691.0,1751.0,3747.0
Armamar,2019,176.0,704.0,721.0,1435.0,979.0,1712.0
Armamar,2020,175.0,677.0,742.0,1403.0,995.0,1747.0
Armamar,2021,162.0,664.0,782.0,1366.0,1013.0,1740.0
Armamar,2022,144.0,643.0,821.0,1362.0,991.0,1732.0
Armamar,2023,130.0,618.0,851.0,1332.0,984.0,1735.0
Arouca,2019,796.0,3175.0,3307.0,5996.0,3174.0,4842.0
Arouca,2020,793.0,3083.0,3278.0,5934.0,3188.0,4965.0
Arouca,2021,725.0,3041.0,3205.0,5805.0,3171.0,5093.0
Arouca,2022,718.0,2961.0,3204.0,5689.0,3173.0,5197.0
Arouca,2023,702.0,2903.0,3220.0,5604.0,3152.0,5335.0
Arraiolos,2019,241.0,807.0,850.0,1851.0,958.0,1927.0
Arraiolos,2020,248.0,799.0,853.0,1831.0,981.0,1931.0
Arraiolos,2021,244.0,836.0,893.0,1828.0,1004.0,1911.0
Arraiolos,2022,241.0,849.0,924.0,1829.0,1022.0,1879.0
Arraiolos,2023,231.0,869.0,958.0,1853.0,1002.0,1865.0
Arronches,2019,112.0,316.0,362.0,763.0,387.0,926.0
Arronches,2020,104.0,312.0,359.0,754.0,409.0,882.0
Arronches,2021,95.0,321.0,353.0,741.0,418.0,859.0
Arronches,2022,91.0,328.0,371.0,730.0,414.0,842.0
Arronches,2023,90.0,325.0,386.0,727.0,412.0,828.0
Arruda dos Vinhos,2019,658.0,2528.0,1931.0,4475.0,1580.0,2628.0
Arruda dos Vinhos,2020,661.0,2541.0,1981.0,4505.0,1646.0,2745.0
Arruda dos Vinhos,2021,634.0,2623.0,2106.0,4558.0,1753.0,2757.0
Arruda dos Vinhos,2022,690.0,2626.0,2296.0,4615.0,1870.0,2813.0
Arruda dos Vinhos,2023,669.0,2662.0,2456.0,4691.0,1964.0,2879.0
Aveiro,2019,3526.0,11683.0,14319.0,24487.0,11275.0,16280.0
Aveiro,2020,3517.0,11278.0,14117.0,24222.0,11319.0,16868.0
Aveiro,2021,3486.0,11311.0,14381.0,24405.0,11469.0,17538.0
Aveiro,2022,3473.0,11409.0,14504.0,24735.0,11453.0,18227.0
Aveiro,2023,3500.0,11658.0,15055.0,25297.0,11629.0,18898.0
Avis,2019,152.0,432.0,447.0,953.0,583.0,1264.0
Avis,2020,135.0,453.0,479.0,932.0,568.0,1256.0
Avis,2021,134.0,449.0,507.0,944.0,557.0,1235.0
Avis,2022,136.0,454.0,498.0,923.0,543.0,1230.0
Avis,2023,125.0,441.0,539.0,920.0,541.0,1236.0
Azambuja,2019,870.0,3082.0,3316.0,6366.0,2744.0,4964.0
Azambuja,2020,894.0,3080.0,3317.0,6386.0,2818.0,5040.0
Azambuja,2021,897.0,3123.0,3450.0,6469.0,2904.0,5141.0
Azambuja,2022,898.0,3168.0,3555.0,6588.0,2944.0,5210.0
Azambuja,2023,923.0,3246.0,3701.0,6746.0,3012.0,5304.0
Baião,2019,624.0,2510.0,2761.0,5173.0,2786.0,3966.0
Baião,2020,622.0,2386.0,2750.0,5042.0,2840.0,4030.0
Baião,2021,562.0,2299.0,2727.0,4860.0,2914.0,4074.0
Baião,2022,511.0,2234.0,2690.0,4746.0,2942.0,4155.0
Baião,2023,494.0,2150.0,2745.0,4642.0,2971.0,4199.0
Barcelos,2019,4686.0,17713.0,20372.0,35825.0,16343.0,21993.0
Barcelos,2020,4687.0,17119.0,20656.0,35256.0,16743.0,22789.0
Barcelos,2021,4471.0,16586.0,20507.0,34594.0,16980.0,23505.0
Barcelos,2022,4396.0,16190.0,20469.0,34087.0,17271.0,24271.0
Barcelos,2023,4218.0,15972.0,20558.0,33706.0,17517.0,25034.0
Barrancos,2019,59.0,233.0,208.0,455.0,210.0,381.0
Barrancos,2020,57.0,228.0,206.0,443.0,218.0,384.0
Barrancos,2021,59.0,215.0,204.0,421.0,235.0,364.0
Barrancos,2022,60.0,209.0,205.0,376.0,265.0,342.0
Barrancos,2023,53.0,203.0,212.0,358.0,276.0,328.0
Barreiro,2019,3367.0,11691.0,12187.0,22066.0,9610.0,19873.0
Barreiro,2020,3359.0,11474.0,12456.0,21922.0,9613.0,19993.0
Barreiro,2021,3349.0,11367.0,12462.0,21746.0,9632.0,20150.0
Barreiro,2022,3417.0,11264.0,12533.0,21762.0,9678.0,20352.0
Barreiro,2023,3618.0,11297.0,12814.0,21938.0,9784.0,20515.0
Batalha,2019,694.0,2341.0,2358.0,4446.0,2170.0,3435.0
Batalha,2020,716.0,2338.0,2383.0,4457.0,2168.0,3542.0
Batalha,2021,691.0,2341.0,2480.0,4453.0,2245.0,3625.0
Batalha,2022,672.0,2400.0,2580.0,4499.0,2243.0,3739.0
Batalha,2023,693.0,2462.0,2684.0,4560.0,2273.0,3893.0
Beja,2019,1559.0,5177.0,5127.0,9595.0,4602.0,7859.0
Beja,2020,1554.0,5054.0,5038.0,9478.0,4641.0,7844.0
Beja,2021,1523.0,5103.0,5082.0,9362.0,4734.0,7840.0
Beja,2022,1538.0,5088.0,5116.0,9288.0,4770.0,7817.0
Beja,2023,1577.0,5104.0,5231.0,9285.0,4740.0,7901.0
Belmonte,2019,208.0,689.0,788.0,1545.0,1021.0,1907.0
Belmonte,2020,217.0,662.0,793.0,1519.0,1044.0,1945.0
Belmonte,2021,192.0,687.0,795.0,1532.0,1008.0,1991.0
Belmonte,2022,194.0,672.0,796.0,1538.0,971.0,2007.0
Belmonte,2023,184.0,696.0,826.0,1544.0,945.0,2021.0
Benavente,2019,1343.0,5024.0,4534.0,8889.0,3640.0,5720.0
Benavente,2020,1410.0,5024.0,4736.0,8996.0,3804.0,5906.0
Benavente,2021,1390.0,5073.0,5096.0,9150.0,3959.0,6080.0
Benavente,2022,1448.0,5127.0,5328.0,9330.0,4102.0,6260.0
Benavente,2023,1445.0,5209.0,5535.0,9493.0,4202.0,6439.0
Bombarral,2019,475.0,1684.0,1735.0,3365.0,1786.0,3408.0
Bombarral,2020,523.0,1702.0,1820.0,3446.0,1818.0,3534.0
Bombarral,2021,549.0,1749.0,1959.0,3532.0,1836.0,3608.0
Bombarral,2022,557.0,1812.0,2061.0,3574.0,1864.0,3681.0
Bombarral,2023,553.0,1854.0,2222.0,3702.0,1913.0,3746.0
Borba,2019,244.0,811.0,775.0,1810.0,966.0,1897.0
Borba,2020,246.0,813.0,807.0,1747.0,1012.0,1862.0
Borba,2021,259.0,800.0,823.0,1692.0,1049.0,1840.0
Borba,2022,246.0,799.0,830.0,1633.0,1068.0,1827.0
Borba,2023,232.0,807.0,856.0,1608.0,1056.0,1839.0
Boticas,2019,136.0,514.0,526.0,1227.0,873.0,1816.0
Boticas,2020,133.0,510.0,521.0,1177.0,851.0,1822.0
Boticas,2021,135.0,495.0,501.0,1141.0,813.0,1849.0
Boticas,2022,131.0,494.0,502.0,1112.0,791.0,1869.0
Boticas,2023,129.0,480.0,521.0,1116.0,750.0,1889.0
Braga,2019,8914.0,30094.0,34892.0,59837.0,26032.0,32913.0
Braga,2020,8896.0,29403.0,34750.0,59492.0,26705.0,34656.0
Braga,2021,8650.0,29118.0,34712.0,59100.0,27305.0,36389.0
Braga,2022,8607.0,29071.0,35182.0,59489.0,27845.0,38061.0
Braga,2023,8495.0,29193.0,35825.0,59947.0,28459.0,39664.0
Bragança,2019,1249.0,4316.0,5536.0,9232.0,5100.0,9554.0
Bragança,2020,1286.0,4131.0,5507.0,9119.0,5038.0,9679.0
Bragança,2021,1266.0,4010.0,5576.0,9059.0,4969.0,9857.0
Bragança,2022,1268.0,4027.0,5701.0,9057.0,4975.0,10008.0
Bragança,2023,1274.0,4080.0,5835.0,9156.0,4962.0,10118.0
Cabeceiras de Basto,2019,560.0,2396.0,2546.0,4358.0,2363.0,3390.0
Cabeceiras de Basto,2020,529.0,2365.0,2546.0,4294.0,2412.0,3494.0
Cabeceiras de Basto,2021,518.0,2303.0,2509.0,4210.0,2389.0,3601.0
Cabeceiras de Basto,2022,500.0,2229.0,2561.0,4184.0,2336.0,3699.0
Cabeceiras de Basto,2023,493.0,2175.0,2637.0,4149.0,2335.0,3771.0
Cadaval,2019,443.0,1782.0,1612.0,3549.0,1889.0,3945.0
Cadaval,2020,448.0,1798.0,1709.0,3594.0,1900.0,4051.0
Cadaval,2021,463.0,1810.0,1899.0,3660.0,1908.0,4100.0
Cadaval,2022,474.0,1855.0,2005.0,3705.0,1904.0,4125.0
Cadaval,2023,487.0,1887.0,2152.0,3791.0,1924.0,4194.0
Caldas da Rainha,2019,1895.0,7246.0,7450.0,14213.0,7359.0,12706.0
Caldas da Rainha,2020,1889.0,7085.0,7586.0,14110.0,7493.0,13074.0
Caldas da Rainha,2021,1862.0,7118.0,7927.0,14142.0,7514.0,13411.0
Caldas da Rainha,2022,1902.0,7181.0,8210.0,14225.0,7545.0,13676.0
Caldas da Rainha,2023,1959.0,7233.0,8790.0,14489.0,7667.0,14007.0
Calheta [R.A.A.],2019,133.0,528.0,525.0,992.0,478.0,819.0
Calheta [R.A.A.],2020,131.0,525.0,530.0,978.0,492.0,826.0
Calheta [R.A.A.],2021,126.0,523.0,541.0,985.0,485.0,857.0
Calheta [R.A.A.],2022,135.0,505.0,563.0,982.0,480.0,849.0
Calheta [R.A.A.],2023,129.0,490.0,569.0,975.0,490.0,841.0
Calheta [R.A.M.],2019,374.0,1568.0,1418.0,3146.0,1634.0,2663.0
Calheta [R.A.M.],2020,385.0,1527.0,1498.0,3086.0,1710.0,2773.0
Calheta [R.A.M.],2021,377.0,1494.0,1527.0,3015.0,1731.0,2824.0
Calheta [R.A.M.],2022,365.0,1464.0,1570.0,2997.0,1757.0,2822.0
Calheta [R.A.M.],2023,370.0,1471.0,1666.0,3014.0,1783.0,2858.0
Caminha,2019,548.0,1924.0,2144.0,4219.0,2435.0,4573.0
Caminha,2020,555.0,1888.0,2159.0,4193.0,2436.0,4652.0
Caminha,2021,545.0,1876.0,2215.0,4140.0,2413.0,4761.0
Caminha,2022,563.0,1881.0,2269.0,4209.0,2446.0,4838.0
Caminha,2023,537.0,1939.0,2350.0,4246.0,2409.0,4961.0
Campo Maior,2019,332.0,1344.0,1237.0,2281.0,1022.0,1952.0
Campo Maior,2020,340.0,1332.0,1239.0,2277.0,988.0,1939.0
Campo Maior,2021,346.0,1304.0,1216.0,2236.0,1010.0,1919.0
Campo Maior,2022,337.0,1276.0,1227.0,2196.0,1023.0,1897.0
Campo Maior,2023,323.0,1250.0,1259.0,2149.0,1042.0,1893.0
Cantanhede,2019,1249.0,4322.0,4516.0,9181.0,4907.0,10270.0
Cantanhede,2020,1270.0,4248.0,4600.0,9073.0,4872.0,10366.0
Cantanhede,2021,1245.0,4213.0,4628.0,8967.0,4870.0,10468.0
Cantanhede,2022,1255.0,4207.0,4666.0,8943.0,4842.0,10533.0
Cantanhede,2023,1228.0,4296.0,4891.0,9010.0,4823.0,10668.0
Carrazeda de Ansiães,2019,172.0,567.0,626.0,1311.0,910.0,2015.0
Carrazeda de Ansiães,2020,159.0,552.0,620.0,1264.0,880.0,2040.0
Carrazeda de Ansiães,2021,139.0,547.0,613.0,1227.0,847.0,2052.0
Carrazeda de Ansiães,2022,133.0,542.0,624.0,1223.0,807.0,2067.0
Carrazeda de Ansiães,2023,120.0,546.0,640.0,1214.0,796.0,2074.0
Carregal do Sal,2019,314.0,1200.0,1177.0,2275.0,1334.0,2825.0
Carregal do Sal,2020,321.0,1183.0,1162.0,2241.0,1335.0,2857.0
Carregal do Sal,2021,305.0,1171.0,1186.0,2204.0,1333.0,2887.0
Carregal do Sal,2022,309.0,1137.0,1220.0,2165.0,1315.0,2932.0
Carregal do Sal,2023,296.0,1154.0,1287.0,2161.0,1327.0,2952.0
Cartaxo,2019,930.0,3307.0,3207.0,6621.0,3247.0,5669.0
Cartaxo,2020,941.0,3303.0,3291.0,6683.0,3263.0,5839.0
Cartaxo,2021,933.0,3281.0,3509.0,6743.0,3304.0,5937.0
Cartaxo,2022,946.0,3296.0,3612.0,6800.0,3307.0,6036.0
