municipality,year,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65
Lourinhã,2022,1162.0,4012.0,4187.0,7677.0,3698.0,6931.0
Lourinhã,2023,1168.0,4078.0,4477.0,7852.0,3735.0,7073.0
Lousada,2019,2117.0,7746.0,9065.0,14820.0,6551.0,6899.0
Lousada,2020,2185.0,7508.0,9196.0,14719.0,6742.0,7177.0
Lousada,2021,2125.0,7319.0,9177.0,14542.0,6950.0,7516.0
Lousada,2022,2090.0,7187.0,9256.0,14461.0,7115.0,7822.0
Lousada,2023,2028.0,7184.0,9310.0,14420.0,7211.0,8156.0
Lousã,2019,685.0,2600.0,2376.0,5268.0,2249.0,3769.0
Lousã,2020,687.0,2545.0,2465.0,5207.0,2324.0,3830.0
Lousã,2021,640.0,2545.0,2515.0,5134.0,2384.0,3942.0
Lousã,2022,616.0,2503.0,2543.0,5109.0,2441.0,4004.0
Lousã,2023,597.0,2499.0,2648.0,5104.0,2448.0,4123.0
Macedo de Cavaleiros,2019,422.0,1580.0,1772.0,3393.0,2391.0,4826.0
Macedo de Cavaleiros,2020,405.0,1536.0,1794.0,3327.0,2341.0,4885.0
Macedo de Cavaleiros,2021,390.0,1497.0,1785.0,3261.0,2276.0,4958.0
Macedo de Cavaleiros,2022,381.0,1496.0,1804.0,3228.0,2259.0,4992.0
Macedo de Cavaleiros,2023,379.0,1473.0,1899.0,3212.0,2236.0,5037.0
Machico,2019,679.0,2846.0,3035.0,6094.0,3144.0,3839.0
Machico,2020,691.0,2770.0,3031.0,5958.0,3257.0,3988.0
Machico,2021,674.0,2646.0,3067.0,5793.0,3324.0,4113.0
Machico,2022,634.0,2593.0,3102.0,5651.0,3368.0,4202.0
Machico,2023,606.0,2519.0,3182.0,5546.0,3386.0,4356.0
Madalena,2019,312.0,920.0,1085.0,1862.0,869.0,1236.0
Madalena,2020,307.0,937.0,1100.0,1888.0,880.0,1245.0
Madalena,2021,307.0,933.0,1128.0,1900.0,890.0,1283.0
Madalena,2022,284.0,947.0,1124.0,1963.0,883.0,1284.0
Madalena,2023,277.0,951.0,1144.0,1977.0,888.0,1296.0
Mafra,2019,4370.0,15351.0,12619.0,28156.0,9674.0,14649.0
Mafra,2020,4328.0,15585.0,13070.0,28687.0,10180.0,15348.0
Mafra,2021,4176.0,15575.0,13279.0,28564.0,10563.0,15764.0
Mafra,2022,4147.0,15698.0,13733.0,28624.0,11005.0,16142.0
Mafra,2023,3964.0,15673.0,14016.0,28640.0,11306.0,16529.0
Maia,2019,5817.0,21279.0,21663.0,43466.0,18127.0,24915.0
Maia,2020,5790.0,20750.0,21747.0,42806.0,18551.0,25795.0
Maia,2021,5716.0,20736.0,22290.0,42772.0,19099.0,26982.0
Maia,2022,5714.0,20767.0,23077.0,42994.0,19764.0,28016.0
Maia,2023,5570.0,20860.0,23705.0,43073.0,20384.0,29002.0
Mangualde,2019,645.0,2451.0,2464.0,4741.0,2756.0,5295.0
Mangualde,2020,629.0,2417.0,2513.0,4727.0,2752.0,5388.0
Mangualde,2021,602.0,2377.0,2517.0,4674.0,2743.0,5452.0
Mangualde,2022,613.0,2312.0,2577.0,4630.0,2694.0,5504.0
Mangualde,2023,607.0,2316.0,2711.0,4655.0,2698.0,5605.0
Manteigas,2019,68.0,289.0,353.0,659.0,544.0,1101.0
Manteigas,2020,73.0,285.0,357.0,647.0,519.0,1097.0
Manteigas,2021,80.0,276.0,366.0,635.0,475.0,1119.0
Manteigas,2022,85.0,267.0,375.0,635.0,450.0,1120.0
Manteigas,2023,101.0,260.0,395.0,628.0,446.0,1108.0
Marco de Canaveses,2019,1848.0,8105.0,8633.0,15260.0,7103.0,8605.0
Marco de Canaveses,2020,1898.0,7792.0,8851.0,15000.0,7291.0,8893.0
Marco de Canaveses,2021,1825.0,7521.0,8861.0,14656.0,7484.0,9202.0
Marco de Canaveses,2022,1753.0,7291.0,8917.0,14370.0,7664.0,9465.0
Marco de Canaveses,2023,1738.0,7068.0,9024.0,14162.0,7788.0,9796.0
Marinha Grande,2019,1625.0,5688.0,5889.0,11566.0,5275.0,8789.0
Marinha Grande,2020,1687.0,5609.0,6029.0,11533.0,5358.0,9000.0
Marinha Grande,2021,1626.0,5620.0,6158.0,11541.0,5412.0,9291.0
Marinha Grande,2022,1596.0,5667.0,6342.0,11569.0,5487.0,9479.0
Marinha Grande,2023,1614.0,5722.0,6692.0,11636.0,5631.0,9716.0
Marvão,2019,85.0,316.0,324.0,745.0,498.0,1093.0
Marvão,2020,101.0,312.0,337.0,729.0,490.0,1080.0
Marvão,2021,103.0,320.0,353.0,758.0,494.0,1041.0
Marvão,2022,89.0,330.0,370.0,741.0,488.0,1019.0
Marvão,2023,87.0,324.0,383.0,732.0,474.0,1024.0
Matosinhos,2019,7202.0,24085.0,27906.0,51224.0,25767.0,38118.0
Matosinhos,2020,7187.0,23395.0,27439.0,50275.0,25856.0,39089.0
Matosinhos,2021,6945.0,23409.0,27702.0,50101.0,25933.0,40554.0
Matosinhos,2022,6892.0,23548.0,28286.0,50328.0,26070.0,42019.0
Matosinhos,2023,6798.0,23857.0,28757.0,50538.0,26269.0,43339.0
Mação,2019,147.0,554.0,649.0,1310.0,984.0,2755.0
Mação,2020,154.0,550.0,680.0,1291.0,1006.0,2730.0
Mação,2021,152.0,562.0,743.0,1282.0,1019.0,2690.0
Mação,2022,140.0,546.0,774.0,1285.0,1002.0,2641.0
Mação,2023,155.0,572.0,804.0,1264.0,999.0,2609.0
Mealhada,2019,717.0,2620.0,2588.0,5643.0,2863.0,4958.0
Mealhada,2020,697.0,2522.0,2755.0,5528.0,2892.0,5035.0
Mealhada,2021,680.0,2520.0,2817.0,5512.0,2894.0,5121.0
Mealhada,2022,677.0,2467.0,2902.0,5488.0,2883.0,5206.0
Mealhada,2023,655.0,2466.0,3009.0,5445.0,2900.0,5312.0
Melgaço,2019,169.0,719.0,754.0,1690.0,1320.0,3332.0
Melgaço,2020,158.0,696.0,741.0,1613.0,1280.0,3329.0
Melgaço,2021,154.0,670.0,746.0,1568.0,1231.0,3324.0
Melgaço,2022,151.0,651.0,776.0,1543.0,1200.0,3294.0
Melgaço,2023,147.0,654.0,827.0,1541.0,1132.0,3298.0
Mesão Frio,2019,83.0,481.0,458.0,975.0,628.0,955.0
Mesão Frio,2020,96.0,441.0,488.0,945.0,611.0,973.0
Mesão Frio,2021,94.0,423.0,507.0,916.0,592.0,1005.0
Mesão Frio,2022,100.0,396.0,529.0,884.0,594.0,1011.0
Mesão Frio,2023,99.0,377.0,560.0,856.0,586.0,1007.0
Mira,2019,427.0,1521.0,1562.0,3151.0,1736.0,3680.0
Mira,2020,448.0,1498.0,1639.0,3135.0,1733.0,3733.0
Mira,2021,453.0,1508.0,1647.0,3136.0,1717.0,3783.0
Mira,2022,458.0,1515.0,1664.0,3158.0,1709.0,3787.0
Mira,2023,450.0,1565.0,1741.0,3216.0,1722.0,3829.0
Miranda do Corvo,2019,386.0,1592.0,1601.0,3426.0,1889.0,3206.0
Miranda do Corvo,2020,391.0,1533.0,1641.0,3325.0,1929.0,3259.0
Miranda do Corvo,2021,374.0,1504.0,1699.0,3261.0,1960.0,3272.0
Miranda do Corvo,2022,369.0,1447.0,1756.0,3212.0,1955.0,3292.0
Miranda do Corvo,2023,356.0,1442.0,1833.0,3193.0,2004.0,3289.0
Miranda do Douro,2019,185.0,643.0,663.0,1553.0,1022.0,2499.0
Miranda do Douro,2020,181.0,614.0,685.0,1507.0,998.0,2526.0
Miranda do Douro,2021,163.0,612.0,687.0,1474.0,959.0,2502.0
Miranda do Douro,2022,144.0,616.0,706.0,1435.0,929.0,2523.0
Miranda do Douro,2023,136.0,614.0,729.0,1387.0,904.0,2528.0
Mirandela,2019,699.0,2568.0,2841.0,5447.0,3340.0,6759.0
Mirandela,2020,677.0,2500.0,2859.0,5326.0,3311.0,6824.0
Mirandela,2021,643.0,2435.0,2897.0,5219.0,3231.0,6909.0
Mirandela,2022,613.0,2393.0,2965.0,5167.0,3178.0,7005.0
Mirandela,2023,629.0,2357.0,3021.0,5181.0,3107.0,7095.0
Mogadouro,2019,210.0,778.0,958.0,1933.0,1457.0,3147.0
Mogadouro,2020,218.0,776.0,961.0,1893.0,1426.0,3137.0
Mogadouro,2021,204.0,763.0,954.0,1831.0,1399.0,3143.0
Mogadouro,2022,196.0,759.0,961.0,1784.0,1370.0,3190.0
Mogadouro,2023,190.0,746.0,972.0,1785.0,1327.0,3217.0
Moimenta da Beira,2019,346.0,1243.0,1243.0,2318.0,1541.0,2682.0
Moimenta da Beira,2020,344.0,1199.0,1318.0,2278.0,1549.0,2768.0
Moimenta da Beira,2021,325.0,1210.0,1332.0,2258.0,1559.0,2814.0
Moimenta da Beira,2022,323.0,1212.0,1389.0,2284.0,1528.0,2880.0
Moimenta da Beira,2023,331.0,1216.0,1457.0,2298.0,1484.0,2947.0
Moita,2019,3056.0,10690.0,10427.0,18541.0,8646.0,14080.0
Moita,2020,3178.0,10663.0,10948.0,18752.0,8670.0,14482.0
Moita,2021,3259.0,10623.0,11034.0,18647.0,8702.0,14761.0
Moita,2022,3335.0,10664.0,11223.0,18819.0,8745.0,15063.0
Moita,2023,3483.0,10718.0,11595.0,18965.0,8764.0,15425.0
Monchique,2019,175.0,558.0,602.0,1359.0,934.0,1811.0
Monchique,2020,175.0,566.0,634.0,1325.0,943.0,1847.0
Monchique,2021,171.0,569.0,626.0,1306.0,922.0,1829.0
Monchique,2022,174.0,575.0,604.0,1263.0,924.0,1823.0
Monchique,2023,170.0,573.0,611.0,1238.0,906.0,1825.0
Mondim de Basto,2019,197.0,840.0,892.0,1755.0,1057.0,1747.0
Mondim de Basto,2020,192.0,827.0,892.0,1693.0,1067.0,1791.0
Mondim de Basto,2021,176.0,797.0,919.0,1614.0,1057.0,1867.0
Mondim de Basto,2022,187.0,754.0,946.0,1574.0,1056.0,1892.0
Mondim de Basto,2023,170.0,730.0,994.0,1564.0,1054.0,1893.0
Monforte,2019,134.0,459.0,389.0,719.0,404.0,873.0
Monforte,2020,137.0,463.0,406.0,710.0,397.0,887.0
Monforte,2021,131.0,452.0,441.0,696.0,405.0,881.0
Monforte,2022,129.0,452.0,453.0,693.0,412.0,836.0
Monforte,2023,123.0,453.0,498.0,690.0,405.0,833.0
Montalegre,2019,237.0,804.0,993.0,2009.0,1665.0,3610.0
Montalegre,2020,235.0,784.0,1017.0,1954.0,1664.0,3635.0
Montalegre,2021,233.0,779.0,995.0,1904.0,1617.0,3676.0
Montalegre,2022,224.0,762.0,1017.0,1893.0,1543.0,3700.0
Montalegre,2023,198.0,784.0,1054.0,1887.0,1489.0,3730.0
Montemor-o-Novo,2019,582.0,1990.0,2086.0,4186.0,2245.0,4861.0
Montemor-o-Novo,2020,584.0,2018.0,2086.0,4238.0,2199.0,4841.0
Montemor-o-Novo,2021,567.0,2043.0,2171.0,4208.0,2208.0,4805.0
Montemor-o-Novo,2022,557.0,2015.0,2182.0,4161.0,2204.0,4777.0
Montemor-o-Novo,2023,559.0,2005.0,2268.0,4159.0,2189.0,4771.0
Montemor-o-Velho,2019,1002.0,3144.0,3383.0,7210.0,3481.0,6310.0
Montemor-o-Velho,2020,1035.0,3134.0,3422.0,7154.0,3555.0,6377.0
Montemor-o-Velho,2021,1018.0,3133.0,3416.0,7105.0,3610.0,6438.0
Montemor-o-Velho,2022,986.0,3144.0,3451.0,7034.0,3626.0,6480.0
Montemor-o-Velho,2023,970.0,3185.0,3491.0,7033.0,3633.0,6577.0
Montijo,2019,3077.0,8999.0,9396.0,17332.0,5971.0,10135.0
Montijo,2020,3081.0,9126.0,9581.0,17660.0,6224.0,10504.0
Montijo,2021,3050.0,9255.0,9628.0,17888.0,6386.0,10708.0
Montijo,2022,3046.0,9481.0,9707.0,18343.0,6578.0,10888.0
Montijo,2023,3135.0,9654.0,9821.0,18779.0,6726.0,11082.0
Monção,2019,535.0,1974.0,2133.0,4444.0,2848.0,5946.0
Monção,2020,529.0,1957.0,2167.0,4438.0,2783.0,6064.0
Monção,2021,509.0,1938.0,2161.0,4380.0,2717.0,6153.0
Monção,2022,523.0,1936.0,2189.0,4387.0,2693.0,6187.0
Monção,2023,519.0,1954.0,2287.0,4405.0,2645.0,6222.0
Mora,2019,127.0,424.0,440.0,929.0,683.0,1642.0
Mora,2020,132.0,399.0,456.0,922.0,653.0,1641.0
Mora,2021,114.0,410.0,490.0,929.0,653.0,1592.0
Mora,2022,109.0,410.0,517.0,930.0,619.0,1592.0
Mora,2023,109.0,408.0,543.0,930.0,604.0,1561.0
Mortágua,2019,278.0,944.0,1101.0,2186.0,1396.0,3114.0
Mortágua,2020,283.0,917.0,1133.0,2191.0,1358.0,3147.0
Mortágua,2021,279.0,905.0,1146.0,2162.0,1308.0,3211.0
Mortágua,2022,278.0,914.0,1131.0,2125.0,1277.0,3220.0
Mortágua,2023,284.0,932.0,1183.0,2156.0,1243.0,3261.0
Moura,2019,648.0,2166.0,1733.0,3395.0,1983.0,3443.0
Moura,2020,656.0,2145.0,1799.0,3330.0,1940.0,3489.0
Moura,2021,665.0,2102.0,1849.0,3272.0,1921.0,3503.0
Moura,2022,659.0,2091.0,1907.0,3194.0,1937.0,3539.0
Moura,2023,664.0,2048.0,1991.0,3167.0,1889.0,3561.0
Mourão,2019,107.0,347.0,340.0,584.0,359.0,630.0
Mourão,2020,110.0,335.0,348.0,571.0,340.0,650.0
Mourão,2021,114.0,344.0,376.0,566.0,353.0,632.0
Mourão,2022,122.0,349.0,389.0,559.0,331.0,646.0
Mourão,2023,130.0,341.0,412.0,542.0,349.0,650.0
Murtosa,2019,467.0,1564.0,1593.0,2897.0,1359.0,2549.0
Murtosa,2020,450.0,1549.0,1601.0,2928.0,1405.0,2575.0
Murtosa,2021,464.0,1549.0,1677.0,2916.0,1438.0,2624.0
Murtosa,2022,435.0,1546.0,1713.0,2918.0,1466.0,2645.0
Murtosa,2023,448.0,1576.0,1826.0,3004.0,1502.0,2680.0
Murça,2019,121.0,595.0,613.0,1231.0,936.0,1846.0
Murça,2020,127.0,569.0,619.0,1207.0,912.0,1845.0
Murça,2021,123.0,550.0,636.0,1162.0,898.0,1869.0
Murça,2022,110.0,524.0,679.0,1146.0,885.0,1879.0
Murça,2023,108.0,518.0,714.0,1171.0,833.0,1912.0
Mértola,2019,175.0,597.0,644.0,1538.0,1033.0,2321.0
Mértola,2020,169.0,585.0,670.0,1520.0,1040.0,2298.0
Mértola,2021,167.0,595.0,686.0,1514.0,1021.0,2266.0
Mértola,2022,157.0,595.0,687.0,1491.0,992.0,2257.0
Mértola,2023,153.0,573.0,707.0,1478.0,976.0,2250.0
Mêda,2019,133.0,463.0,491.0,997.0,758.0,1778.0
Mêda,2020,127.0,458.0,507.0,988.0,765.0,1773.0
Mêda,2021,111.0,461.0,516.0,1005.0,745.0,1772.0
Mêda,2022,96.0,456.0,534.0,996.0,723.0,1771.0
Mêda,2023,91.0,450.0,561.0,1001.0,696.0,1773.0
Nazaré,2019,604.0,2038.0,2092.0,4256.0,2142.0,3777.0
Nazaré,2020,582.0,1997.0,2142.0,4175.0,2138.0,3878.0
Nazaré,2021,586.0,2008.0,2196.0,4146.0,2157.0,3963.0
Nazaré,2022,601.0,2056.0,2319.0,4157.0,2188.0,4031.0
Nazaré,2023,608.0,2113.0,2424.0,4197.0,2223.0,4133.0
Nelas,2019,492.0,1818.0,1602.0,3413.0,1908.0,3906.0
Nelas,2020,475.0,1792.0,1676.0,3380.0,1899.0,4001.0
Nelas,2021,418.0,1790.0,1713.0,3370.0,1846.0,4072.0
Nelas,2022,410.0,1741.0,1748.0,3327.0,1828.0,4101.0
Nelas,2023,412.0,1729.0,1851.0,3353.0,1821.0,4157.0
Nisa,2019,146.0,589.0,590.0,1389.0,913.0,2457.0
Nisa,2020,142.0,562.0,602.0,1330.0,914.0,2431.0
Nisa,2021,140.0,549.0,589.0,1287.0,906.0,2360.0
Nisa,2022,148.0,525.0,613.0,1249.0,897.0,2292.0
Nisa,2023,145.0,517.0,645.0,1228.0,889.0,2261.0
Nordeste,2019,168.0,718.0,711.0,1310.0,645.0,916.0
Nordeste,2020,166.0,707.0,722.0,1266.0,650.0,924.0
Nordeste,2021,165.0,688.0,749.0,1243.0,666.0,927.0
Nordeste,2022,164.0,662.0,783.0,1230.0,688.0,911.0
Nordeste,2023,167.0,658.0,776.0,1217.0,693.0,925.0
Odemira,2019,949.0,3142.0,6518.0,8346.0,3605.0,6294.0
Odemira,2020,999.0,3108.0,6430.0,8667.0,3800.0,6678.0
Odemira,2021,1108.0,3145.0,6497.0,9006.0,3997.0,6937.0
Odemira,2022,1192.0,3312.0,6638.0,9537.0,4083.0,7171.0
Odemira,2023,1286.0,3456.0,6784.0,10081.0,4155.0,7362.0
Odivelas,2019,7928.0,23034.0,26825.0,44157.0,17306.0,30219.0
Odivelas,2020,7821.0,22523.0,26400.0,43912.0,17291.0,30837.0
Odivelas,2021,7860.0,22668.0,25748.0,43946.0,17396.0,31503.0
Odivelas,2022,8097.0,23011.0,25639.0,44484.0,17637.0,32274.0
Odivelas,2023,8405.0,23386.0,25818.0,45110.0,17892.0,33097.0
Oeiras,2019,7957.0,27044.0,26735.0,50518.0,20565.0,40600.0
Oeiras,2020,7615.0,26523.0,26383.0,49598.0,20587.0,41054.0
Oeiras,2021,7405.0,26471.0,26301.0,49181.0,20808.0,41670.0
Oeiras,2022,7491.0,26474.0,26805.0,49425.0,21223.0,42432.0
Oeiras,2023,7464.0,26485.0,27401.0,49570.0,21655.0,43102.0
Oleiros,2019,83.0,330.0,433.0,990.0,811.0,2193.0
Oleiros,2020,86.0,314.0,460.0,958.0,831.0,2243.0
Oleiros,2021,89.0,324.0,488.0,959.0,796.0,2277.0
Oleiros,2022,100.0,317.0,494.0,950.0,772.0,2244.0
Oleiros,2023,106.0,316.0,525.0,953.0,768.0,2218.0
Olhão,2019,2113.0,6909.0,6560.0,13136.0,5791.0,9908.0
Olhão,2020,2114.0,6901.0,6675.0,13189.0,5811.0,10187.0
Olhão,2021,2028.0,6883.0,6544.0,12997.0,5870.0,10301.0
Olhão,2022,2021.0,6904.0,6587.0,13007.0,5840.0,10460.0
Olhão,2023,2009.0,6934.0,6680.0,12982.0,5863.0,10575.0
Oliveira de Azeméis,2019,2417.0,8871.0,10550.0,19255.0,10323.0,14721.0
Oliveira de Azeméis,2020,2475.0,8688.0,10684.0,19067.0,10417.0,15129.0
Oliveira de Azeméis,2021,2406.0,8560.0,10688.0,18770.0,10593.0,15600.0
Oliveira de Azeméis,2022,2386.0,8438.0,10694.0,18663.0,10595.0,16093.0
Oliveira de Azeméis,2023,2327.0,8355.0,10817.0,18555.0,10635.0,16588.0
Oliveira de Frades,2019,378.0,1387.0,1469.0,2643.0,1331.0,2350.0
Oliveira de Frades,2020,384.0,1339.0,1488.0,2626.0,1354.0,2376.0
Oliveira de Frades,2021,390.0,1298.0,1548.0,2627.0,1379.0,2416.0
Oliveira de Frades,2022,380.0,1282.0,1554.0,2619.0,1359.0,2429.0
Oliveira de Frades,2023,356.0,1310.0,1566.0,2659.0,1415.0,2457.0
Oliveira do Bairro,2019,1083.0,3522.0,3508.0,6883.0,2781.0,5308.0
Oliveira do Bairro,2020,1064.0,3445.0,3612.0,6912.0,2822.0,5444.0
Oliveira do Bairro,2021,1056.0,3463.0,3789.0,6995.0,2885.0,5586.0
Oliveira do Bairro,2022,1046.0,3521.0,3958.0,7089.0,2949.0,5686.0
Oliveira do Bairro,2023,1052.0,3665.0,4214.0,7228.0,3090.0,5806.0
Oliveira do Hospital,2019,692.0,2415.0,2701.0,5201.0,3052.0,5401.0
Oliveira do Hospital,2020,729.0,2328.0,2774.0,5132.0,3043.0,5506.0
Oliveira do Hospital,2021,706.0,2291.0,2816.0,5042.0,3036.0,5581.0
Oliveira do Hospital,2022,682.0,2287.0,2796.0,4911.0,3061.0,5575.0
Oliveira do Hospital,2023,688.0,2264.0,2920.0,4853.0,3053.0,5686.0
Ourique,2019,157.0,534.0,557.0,1244.0,697.0,1690.0
Ourique,2020,155.0,530.0,578.0,1201.0,700.0,1691.0
Ourique,2021,150.0,537.0,596.0,1188.0,712.0,1640.0
Ourique,2022,162.0,519.0,620.0,1180.0,701.0,1637.0
Ourique,2023,179.0,512.0,642.0,1202.0,697.0,1597.0
Ourém,2019,1712.0,6112.0,6747.0,11751.0,6342.0,11568.0
Ourém,2020,1743.0,6067.0,6900.0,11706.0,6445.0,11927.0
Ourém,2021,1759.0,5985.0,7129.0,11720.0,6535.0,12142.0
Ourém,2022,1775.0,5990.0,7296.0,11740.0,6618.0,12276.0
Ourém,2023,1763.0,6047.0,7665.0,11892.0,6699.0,12446.0
Ovar,2019,2262.0,7876.0,8755.0,16552.0,8102.0,11321.0
Ovar,2020,2272.0,7629.0,8999.0,16457.0,8146.0,11689.0
Ovar,2021,2270.0,7553.0,9053.0,16310.0,8255.0,12143.0
Ovar,2022,2228.0,7493.0,9187.0,16119.0,8343.0,12517.0
Ovar,2023,2225.0,7490.0,9472.0,16117.0,8487.0,12944.0
Palmela,2019,2936.0,11304.0,9863.0,20575.0,8521.0,14134.0
Palmela,2020,3081.0,11284.0,10497.0,21174.0,8821.0,14639.0
Palmela,2021,3074.0,11259.0,10850.0,21213.0,9043.0,14823.0
Palmela,2022,3139.0,11296.0,11375.0,21369.0,9243.0,15231.0
Palmela,2023,3108.0,11376.0,11847.0,21586.0,9460.0,15561.0
Pampilhosa da Serra,2019,84.0,295.0,362.0,813.0,706.0,1845.0
Pampilhosa da Serra,2020,85.0,288.0,345.0,802.0,695.0,1867.0
Pampilhosa da Serra,2021,81.0,296.0,373.0,808.0,652.0,1862.0
Pampilhosa da Serra,2022,74.0,311.0,396.0,817.0,631.0,1845.0
Pampilhosa da Serra,2023,73.0,338.0,423.0,835.0,610.0,1859.0
Paredes,2019,3625.0,14021.0,15045.0,26919.0,11581.0,13144.0
Paredes,2020,3694.0,13648.0,15224.0,26615.0,11910.0,13620.0
Paredes,2021,3607.0,13388.0,15258.0,26222.0,12324.0,14173.0
Paredes,2022,3555.0,13082.0,15429.0,25970.0,12664.0,14685.0
Paredes,2023,3546.0,12834.0,15668.0,25763.0,12887.0,15317.0
Paredes de Coura,2019,302.0,1103.0,1122.0,2310.0,1231.0,2630.0
Paredes de Coura,2020,300.0,1079.0,1128.0,2315.0,1228.0,2673.0
Paredes de Coura,2021,285.0,1058.0,1134.0,2286.0,1228.0,2692.0
Paredes de Coura,2022,278.0,1031.0,1144.0,2291.0,1239.0,2693.0
Paredes de Coura,2023,261.0,1048.0,1172.0,2290.0,1235.0,2703.0
Paços de Ferreira,2019,2376.0,9041.0,10692.0,17355.0,7691.0,8606.0
Paços de Ferreira,2020,2365.0,8697.0,10798.0,17152.0,7921.0,8891.0
Paços de Ferreira,2021,2300.0,8459.0,10718.0,16884.0,8162.0,9220.0
Paços de Ferreira,2022,2295.0,8225.0,10679.0,16739.0,8383.0,9561.0
Paços de Ferreira,2023,2254.0,8081.0,10669.0,16518.0,8542.0,9917.0
Pedrógão Grande,2019,83.0,359.0,386.0,784.0,629.0,1189.0
Pedrógão Grande,2020,78.0,364.0,395.0,782.0,606.0,1219.0
Pedrógão Grande,2021,87.0,358.0,433.0,797.0,577.0,1251.0
Pedrógão Grande,2022,82.0,355.0,464.0,809.0,573.0,1242.0
Pedrógão Grande,2023,96.0,356.0,522.0,816.0,582.0,1255.0
Penacova,2019,363.0,1566.0,1584.0,3570.0,2030.0,4202.0
Penacova,2020,329.0,1503.0,1601.0,3461.0,2052.0,4231.0
